step,type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,errorOrig,errorDest,balanceOrigChange,balanceDestChange
9,3,12446.67,194412.67,181966.0,0.0,0.0,0,0,1.2732925824821e-11,-12446.67,-12446.67000000001,0.0
9,3,20108.14,181966.0,161857.87,0.0,0.0,0,0,-0.00999999999476131,-20108.14,-20108.13,0.0
9,3,5718.72,161857.87,156139.14,0.0,0.0,0,0,0.00999999998111889,-5718.72,-5718.729999999981,0.0
9,3,6773.03,156139.14,149366.11,0.0,0.0,0,0,2.819433575496078e-11,-6773.03,-6773.030000000028,0.0
9,3,7298.42,149366.11,142067.69,0.0,0.0,0,0,-1.637090463191271e-11,-7298.42,-7298.419999999984,0.0
9,3,2537.48,142067.69,139530.21,0.0,0.0,0,0,1.045918907038867e-11,-2537.48,-2537.48000000001,0.0
9,3,20605.14,139530.21,118925.07,0.0,0.0,0,0,-1.455191522836685e-11,-20605.14,-20605.13999999998,0.0
9,3,4296.84,118925.07,114628.23,0.0,0.0,0,0,1.091393642127514e-11,-4296.84,-4296.840000000011,0.0
9,3,10589.48,114628.23,104038.75,0.0,0.0,0,0,-3.637978807091713e-12,-10589.48,-10589.48,0.0
9,3,9140.13,104038.75,94898.62,0.0,0.0,0,0,5.456968210637569e-12,-9140.13,-9140.130000000005,0.0
9,3,3361.44,94898.62,91537.18,0.0,0.0,0,0,2.273736754432321e-12,-3361.44,-3361.440000000002,0.0
9,3,9318.32,91537.18,82218.86,0.0,0.0,0,0,-7.275957614183426e-12,-9318.32,-9318.319999999992,0.0
9,3,16649.34,82218.86,65569.53,0.0,0.0,0,0,-0.00999999999839929,-16649.34,-16649.33,0.0
9,3,10567.94,65569.53,55001.59,0.0,0.0,0,0,1.818989403545856e-12,-10567.94,-10567.94,0.0
9,3,56722.62,55001.59,0.0,0.0,0.0,0,0,-1721.030000000006,-56722.62,-55001.59,0.0
9,3,27975.18,11591.0,0.0,0.0,0.0,0,0,-16384.18,-27975.18,-11591.0,0.0
9,3,9308.88,0.0,0.0,0.0,0.0,0,0,-9308.88,-9308.88,0.0,0.0
9,3,4351.26,6415.0,2063.74,0.0,0.0,0,0,0.0,-4351.26,-4351.26,0.0
9,0,199957.49,27124.0,227081.49,802447.19,730824.18,0,0,-399914.98,-271580.4999999999,199957.49,-71623.0099999999
9,3,19813.35,154.0,0.0,0.0,0.0,0,0,-19659.35,-19813.35,-154.0,0.0
9,3,15932.05,0.0,0.0,0.0,0.0,0,0,-15932.05,-15932.05,0.0,0.0
9,0,407271.52,11642.0,418913.52,153024.34,0.0,0,0,-814543.04,-560295.86,407271.52,-153024.34
9,3,29061.1,418913.52,389852.42,0.0,0.0,0,0,3.637978807091713e-11,-29061.1,-29061.10000000003,0.0
9,1,17119.1,69858.0,52738.9,891.0,18010.1,0,0,0.0,0.0,-17119.1,17119.1
9,0,122882.59,37055.0,159937.59,48119.64,0.0,0,0,-245765.18,-171002.23,122882.59,-48119.64
9,1,140874.57,159937.59,19063.02,2176999.3,2460346.92,0,0,0.0,142473.0500000001,-140874.57,283347.6200000001
9,1,37509.48,19063.02,0.0,835171.69,872681.17,0,0,-18446.46,9.458744898438454e-11,-19063.02,37509.4800000001
9,4,163595.36,12279.0,0.0,161055.0,571141.02,0,0,-151316.36,246490.66,-12279.0,410086.02
9,1,241232.23,21199.0,0.0,142.0,236488.82,0,0,-220033.23,-4885.410000000003,-21199.0,236346.82
9,3,30.77,39418.0,39387.23,0.0,0.0,0,0,-3.200995024599251e-12,-30.77,-30.7699999999968,0.0
9,3,42353.11,11120.0,0.0,0.0,0.0,0,0,-31233.11,-42353.11,-11120.0,0.0
9,3,2400.72,59539.0,57138.28,0.0,0.0,0,0,1.364242052659392e-12,-2400.72,-2400.720000000001,0.0
9,3,10720.57,84773.0,74052.43,0.0,0.0,0,0,7.275957614183426e-12,-10720.57,-10720.57000000001,0.0
9,3,9777.48,10722.0,944.52,0.0,0.0,0,0,0.0,-9777.48,-9777.48,0.0
9,1,141635.15,63722.0,0.0,20117.0,289739.45,0,0,-77913.15,127987.3,-63722.0,269622.45
9,1,279009.28,31057.0,0.0,38635.0,82909.29,0,0,-247952.28,-234734.99,-31057.0,44274.28999999999
9,3,6754.52,20456.0,13701.48,0.0,0.0,0,0,0.0,-6754.52,-6754.52,0.0
9,3,15459.34,199288.0,183828.66,0.0,0.0,0,0,-3.637978807091713e-12,-15459.34,-15459.34,0.0
9,0,179646.98,22900.0,202546.98,0.0,0.0,0,0,-359293.96,-179646.98,179646.98,0.0
9,0,415919.13,5819.0,421738.13,118593.07,0.0,0,0,-831838.26,-534512.2,415919.13,-118593.07
9,1,45068.05,12694.0,0.0,0.0,45068.05,0,0,-32374.05,0.0,-12694.0,45068.05
9,3,697.64,20989.0,20291.36,0.0,0.0,0,0,-5.684341886080801e-13,-697.64,-697.6399999999994,0.0
9,3,29516.2,19394.0,0.0,0.0,0.0,0,0,-10122.2,-29516.2,-19394.0,0.0
9,1,91846.22,6021.0,0.0,28980.03,120826.25,0,0,-85825.22,0.0,-6021.0,91846.22
9,0,150840.83,22548.0,173388.83,8275.31,0.0,0,0,-301681.66,-159116.14,150840.83,-8275.31
9,1,208882.91,10804.0,0.0,192.0,209074.91,0,0,-198078.91,0.0,-10804.0,208882.91
9,4,1382467.78,101.0,0.0,0.0,2043512.68,0,0,-1382366.78,661044.8999999999,-101.0,2043512.68
9,0,373865.78,7054.0,380919.78,0.0,0.0,0,0,-747731.56,-373865.78,373865.78,0.0
9,1,267123.58,49446.0,0.0,7251.0,542667.38,0,0,-217677.58,268292.8,-49446.0,535416.38
9,3,16864.74,0.0,0.0,0.0,0.0,0,0,-16864.74,-16864.74,0.0,0.0
9,3,8299.56,0.0,0.0,0.0,0.0,0,0,-8299.56,-8299.56,0.0,0.0
9,1,147882.49,1183.0,0.0,18471124.01,18803381.54,0,0,-146699.49,184375.0399999975,-1183.0,332257.5299999975
9,0,133748.24,18841.0,152589.24,192086.0,1020011.12,0,0,-267496.48,694176.88,133748.24,827925.12
9,1,101733.03,501690.0,399956.97,0.0,101733.03,0,0,2.91038304567337e-11,0.0,-101733.03,101733.03
9,3,7357.49,26694.0,19336.51,0.0,0.0,0,0,1.818989403545856e-12,-7357.49,-7357.490000000002,0.0
9,1,128935.2,854.0,0.0,50858.98,277339.59,0,0,-128081.2,97545.41000000002,-854.0,226480.61
9,3,25809.61,19517.0,0.0,0.0,0.0,0,0,-6292.610000000001,-25809.61,-19517.0,0.0
9,3,9833.36,0.0,0.0,0.0,0.0,0,0,-9833.36,-9833.36,0.0,0.0
9,3,2267.59,0.0,0.0,0.0,0.0,0,0,-2267.59,-2267.59,0.0,0.0
9,3,5207.38,0.0,0.0,0.0,0.0,0,0,-5207.38,-5207.38,0.0,0.0
9,3,43201.7,0.0,0.0,0.0,0.0,0,0,-43201.7,-43201.7,0.0,0.0
9,3,8592.14,0.0,0.0,0.0,0.0,0,0,-8592.14,-8592.14,0.0,0.0
9,3,13411.06,0.0,0.0,0.0,0.0,0,0,-13411.06,-13411.06,0.0,0.0
9,3,5866.07,0.0,0.0,0.0,0.0,0,0,-5866.07,-5866.07,0.0,0.0
9,3,14840.92,0.0,0.0,0.0,0.0,0,0,-14840.92,-14840.92,0.0,0.0
9,4,1708906.58,31831.0,0.0,62667.0,1191524.63,0,0,-1677075.58,-580048.9500000002,-31831.0,1128857.63
9,1,541252.13,0.0,0.0,1674197.23,3054890.32,0,0,-541252.13,839440.9599999998,0.0,1380693.09
9,1,172561.36,0.0,0.0,252426.44,1207910.13,0,0,-172561.36,782922.33,0.0,955483.69
9,0,246666.58,45.0,246711.58,29557.88,0.0,0,0,-493333.16,-276224.46,246666.58,-29557.88
9,1,210857.48,49865.0,0.0,2214.0,213071.48,0,0,-160992.48,0.0,-49865.0,210857.48
9,3,3207.54,87908.0,84700.46,0.0,0.0,0,0,-6.366462912410498e-12,-3207.54,-3207.539999999994,0.0
9,1,141192.05,280458.96,139266.92,27088.07,168280.12,0,0,-0.009999999980209395,0.0,-141192.04,141192.05
9,3,28974.71,139266.92,110292.2,0.0,0.0,0,0,0.01000000001658918,-28974.71,-28974.72000000002,0.0
9,0,121968.06,21320.0,143288.06,877894.09,660476.37,0,0,-243936.12,-339385.78,121968.06,-217417.72
9,1,109771.73,143288.06,33516.33,2438474.79,2598076.14,0,0,0.0,49829.6200000001,-109771.73,159601.3500000001
9,0,114842.36,167093.0,281935.36,0.0,0.0,0,0,-229684.72,-114842.36,114842.36,0.0
9,1,140150.76,281935.36,141784.6,807206.65,864655.32,0,0,-2.91038304567337e-11,-82702.09000000008,-140150.76,57448.66999999993
9,1,166107.22,141784.6,0.0,4850161.45,6297525.12,0,0,-24322.62,1281256.45,-141784.6,1447363.67
9,0,309113.96,52628.0,361741.96,37615.0,0.0,0,0,-618227.92,-346728.96,309113.96,-37615.0
9,4,1185762.74,361741.96,0.0,1723724.35,2899900.18,0,0,-824020.78,-9586.909999999916,-361741.96,1176175.83
9,3,3301.76,6550.0,3248.24,0.0,0.0,0,0,0.0,-3301.76,-3301.76,0.0
9,3,23629.02,30170.0,6540.98,0.0,0.0,0,0,0.0,-23629.02,-23629.02,0.0
9,0,358532.24,628264.41,986796.65,11747.0,193612.84,0,0,-717064.48,-176666.4,358532.24,181865.84
9,1,220664.4,986796.65,766132.25,1472195.98,1925667.34,0,0,2.91038304567337e-11,232806.9600000001,-220664.4,453471.3600000001
9,1,293118.52,766132.25,473013.73,1010513.82,1712613.45,0,0,0.0,408981.11,-293118.52,702099.63
9,3,9513.1,19184.0,9670.9,0.0,0.0,0,0,0.0,-9513.1,-9513.1,0.0
9,0,83596.91,21279.0,104875.91,0.0,0.0,0,0,-167193.82,-83596.91,83596.91,0.0
9,4,1403757.92,33104.0,0.0,0.0,2230133.51,0,0,-1370653.92,826375.5899999999,-33104.0,2230133.51
9,1,205330.86,486.0,0.0,293905.79,391273.06,0,0,-204844.86,-107963.59,-486.0,97367.27000000002
9,1,405862.32,102980.0,0.0,2070969.6,2476831.92,0,0,-302882.32,-1.746229827404022e-10,-102980.0,405862.3199999998
9,1,246889.87,0.0,0.0,10142498.45,10389388.32,0,0,-246889.87,1.047737896442413e-09,0.0,246889.870000001
9,0,126159.54,4063.0,130222.54,1931917.91,1805758.37,0,0,-252319.08,-252319.0799999998,126159.54,-126159.5399999998
9,3,16255.97,7012.0,0.0,0.0,0.0,0,0,-9243.97,-16255.97,-7012.0,0.0
9,3,4526.25,0.0,0.0,0.0,0.0,0,0,-4526.25,-4526.25,0.0,0.0
9,0,685634.16,10280.0,695914.16,1323226.07,1251917.23,0,0,-1371268.32,-756943.0000000001,685634.16,-71308.84000000008
9,1,400066.06,10998.0,0.0,412763.55,1056392.49,0,0,-389068.06,243562.8799999999,-10998.0,643628.94
9,1,203449.65,317.0,0.0,20427.0,223876.65,0,0,-203132.65,0.0,-317.0,203449.65
9,3,16647.44,49868.0,33220.56,0.0,0.0,0,0,3.637978807091713e-12,-16647.44,-16647.44,0.0
9,3,7670.37,11630.0,3959.63,0.0,0.0,0,0,0.0,-7670.37,-7670.37,0.0
9,1,94633.73,70916.0,0.0,0.0,94633.73,0,0,-23717.73,0.0,-70916.0,94633.73
9,0,189027.05,21948.0,210975.05,102856.38,0.0,0,0,-378054.1,-291883.43,189027.05,-102856.38
9,1,313891.14,516.0,0.0,15304.08,686438.76,0,0,-313375.14,357243.54,-516.0,671134.68
9,3,32292.02,951977.38,919685.36,0.0,0.0,0,0,1.818989403545856e-11,-32292.02,-32292.02000000002,0.0
9,3,9872.22,919685.36,909813.14,0.0,0.0,0,0,-2.728484105318785e-11,-9872.22,-9872.219999999972,0.0
9,3,11319.15,909813.14,898493.99,0.0,0.0,0,0,2.364686224609613e-11,-11319.15,-11319.15000000002,0.0
9,1,222083.63,15083.0,0.0,112429.72,715136.58,0,0,-207000.63,380623.23,-15083.0,602706.86
9,3,3657.35,0.0,0.0,0.0,0.0,0,0,-3657.35,-3657.35,0.0,0.0
9,1,157151.45,176.0,0.0,0.0,157151.45,0,0,-156975.45,0.0,-176.0,157151.45
9,1,164404.32,10085.0,0.0,0.0,164404.32,0,0,-154319.32,0.0,-10085.0,164404.32
9,3,15198.77,108849.0,93650.23,0.0,0.0,0,0,3.637978807091713e-12,-15198.77,-15198.77,0.0
9,3,3542.55,4307.0,764.45,0.0,0.0,0,0,0.0,-3542.55,-3542.55,0.0
9,3,14057.92,764.45,0.0,0.0,0.0,0,0,-13293.47,-14057.92,-764.45,0.0
9,1,118716.07,12293.0,0.0,90648.0,341333.92,0,0,-106423.07,131969.85,-12293.0,250685.92
9,1,113243.66,69485.0,0.0,416385.82,137514.5,0,0,-43758.66,-392114.98,-69485.0,-278871.32
9,0,229750.0,65.0,229815.0,0.0,0.0,0,0,-459500.0,-229750.0,229750.0,0.0
9,3,27088.79,10899.0,0.0,0.0,0.0,0,0,-16189.79,-27088.79,-10899.0,0.0
9,1,153350.36,5054.0,0.0,14773.0,168123.36,0,0,-148296.36,0.0,-5054.0,153350.36
9,0,91618.84,51685.0,143303.84,3130501.28,3038882.44,0,0,-183237.68,-183237.6799999998,91618.84,-91618.83999999985
9,1,176052.57,229639.16,53586.59,25655.0,298089.03,0,0,0.0,96381.46000000002,-176052.57,272434.03
9,3,13335.15,53586.59,40251.43,0.0,0.0,0,0,0.0099999999965803,-13335.15,-13335.16,0.0
9,3,20590.9,10069.0,0.0,0.0,0.0,0,0,-10521.9,-20590.9,-10069.0,0.0
9,3,14275.67,0.0,0.0,0.0,0.0,0,0,-14275.67,-14275.67,0.0,0.0
9,1,309767.12,5165.0,0.0,493994.55,510131.73,0,0,-304602.12,-293629.94,-5165.0,16137.17999999999
9,3,4868.35,100184.67,95316.32,0.0,0.0,0,0,-9.094947017729282e-12,-4868.35,-4868.349999999991,0.0
9,1,123527.36,95316.32,0.0,129782.95,598035.38,0,0,-28211.03999999999,344725.07,-95316.32,468252.43
9,1,206695.87,14511.0,0.0,949.0,235843.86,0,0,-192184.87,28198.98999999999,-14511.0,234894.86
9,1,461555.72,211779.85,0.0,152859.83,624997.97,0,0,-249775.87,10582.42000000004,-211779.85,472138.14
9,1,295589.23,0.0,0.0,1129638.94,1425228.17,0,0,-295589.23,0.0,0.0,295589.23
9,1,337690.95,629.0,0.0,1111878.31,1945901.36,0,0,-337061.95,496332.1,-629.0,834023.05
9,0,224310.27,168264.27,392574.54,186862.28,0.0,0,0,-448620.54,-411172.55,224310.27,-186862.28
9,3,23254.25,392574.54,369320.29,0.0,0.0,0,0,0.0,-23254.25,-23254.25,0.0
9,1,127396.85,30561.0,0.0,33933.48,78973.8,0,0,-96835.85,-82356.53,-30561.0,45040.32
9,1,32949.79,49523.0,16573.21,1088381.66,3414034.59,0,0,0.0,2292703.14,-32949.79,2325652.93
9,3,8592.06,11363.0,2770.94,0.0,0.0,0,0,0.0,-8592.06,-8592.06,0.0
9,3,8400.14,52347.0,43946.86,0.0,0.0,0,0,0.0,-8400.14,-8400.14,0.0
9,3,16493.43,39704.0,23210.57,0.0,0.0,0,0,0.0,-16493.43,-16493.43,0.0
9,3,24354.85,72679.0,48324.15,0.0,0.0,0,0,0.0,-24354.85,-24354.85,0.0
9,3,22595.55,690.0,0.0,0.0,0.0,0,0,-21905.55,-22595.55,-690.0,0.0
9,1,193099.18,11524.0,0.0,0.0,193099.18,0,0,-181575.18,0.0,-11524.0,193099.18
9,4,1928390.99,15539.0,0.0,27029212.78,29246489.27,0,0,-1912851.99,288885.4999999984,-15539.0,2217276.489999998
9,0,83146.82,888280.0,971426.82,138490.0,55343.18,0,0,-166293.64,-166293.64,83146.81999999995,-83146.82
9,3,8935.14,971426.82,962491.68,0.0,0.0,0,0,-1.01863406598568e-10,-8935.14,-8935.139999999898,0.0
9,3,20631.56,962491.68,941860.12,0.0,0.0,0,0,5.456968210637569e-11,-20631.56,-20631.56000000006,0.0
9,3,22469.02,941860.12,919391.1,0.0,0.0,0,0,1.818989403545856e-11,-22469.02,-22469.02000000002,0.0
9,3,41329.34,919391.1,878061.75,0.0,0.0,0,0,0.009999999980209395,-41329.34,-41329.34999999998,0.0
9,3,4753.19,878061.75,873308.56,0.0,0.0,0,0,-5.547917680814862e-11,-4753.19,-4753.189999999944,0.0
9,3,14418.81,873308.56,858889.75,0.0,0.0,0,0,5.638867150992155e-11,-14418.81,-14418.81000000006,0.0
9,3,11527.74,858889.75,847362.01,0.0,0.0,0,0,-9.094947017729282e-12,-11527.74,-11527.73999999999,0.0
9,3,35388.62,847362.01,811973.39,0.0,0.0,0,0,-7.275957614183426e-12,-35388.62,-35388.62,0.0
9,3,20246.27,811973.39,791727.13,0.0,0.0,0,0,-0.009999999991123332,-20246.27,-20246.26000000001,0.0
9,3,19222.71,791727.13,772504.42,0.0,0.0,0,0,-3.637978807091713e-11,-19222.71,-19222.70999999996,0.0
9,3,15154.44,772504.42,757349.98,0.0,0.0,0,0,6.002665031701326e-11,-15154.44,-15154.44000000006,0.0
9,3,232.68,757349.98,757117.3,0.0,0.0,0,0,-6.519940143334679e-11,-232.68,-232.6799999999348,0.0
9,3,8772.76,757117.3,748344.53,0.0,0.0,0,0,0.01000000001840817,-8772.76,-8772.770000000019,0.0
9,3,3672.08,748344.53,744672.45,0.0,0.0,0,0,7.457856554538012e-11,-3672.08,-3672.080000000075,0.0
9,3,10951.25,744672.45,733721.19,0.0,0.0,0,0,0.01000000000931323,-10951.25,-10951.26000000001,0.0
9,3,6422.27,733721.19,727298.92,0.0,0.0,0,0,-9.822542779147625e-11,-6422.27,-6422.269999999902,0.0
9,3,7222.7,727298.92,720076.22,0.0,0.0,0,0,7.003109203651547e-11,-7222.7,-7222.70000000007,0.0
9,3,2964.9,720076.22,717111.33,0.0,0.0,0,0,-0.00999999998612111,-2964.9,-2964.890000000014,0.0
9,3,12165.99,99539.0,87373.01,0.0,0.0,0,0,5.456968210637569e-12,-12165.99,-12165.99000000001,0.0
9,0,167726.5,34938.0,202664.5,0.0,0.0,0,0,-335453.0,-167726.5,167726.5,0.0
9,1,510683.6,405914.0,0.0,0.0,556792.62,0,0,-104769.6,46109.02000000002,-405914.0,556792.62
9,3,343.08,22327.0,21983.92,0.0,0.0,0,0,1.762145984685048e-12,-343.08,-343.0800000000017,0.0
9,3,6873.7,2641.0,0.0,0.0,0.0,0,0,-4232.7,-6873.7,-2641.0,0.0
9,3,10964.95,0.0,0.0,0.0,0.0,0,0,-10964.95,-10964.95,0.0,0.0
9,3,2676.0,28499.0,25823.0,0.0,0.0,0,0,0.0,-2676.0,-2676.0,0.0
9,3,9579.27,52688.0,43108.73,0.0,0.0,0,0,-3.637978807091713e-12,-9579.27,-9579.269999999997,0.0
9,1,215456.69,93500.0,0.0,21313.94,776196.15,0,0,-121956.69,539425.52,-93500.0,754882.2100000001
9,4,509531.01,11.0,0.0,16259.0,849221.02,0,0,-509520.01,323431.01,-11.0,832962.02
9,3,3173.93,19900.0,16726.07,0.0,0.0,0,0,4.547473508864641e-13,-3173.93,-3173.93,0.0
9,3,1935.24,16726.07,14790.83,0.0,0.0,0,0,-2.273736754432321e-13,-1935.24,-1935.24,0.0
9,3,11885.78,14790.83,2905.04,0.0,0.0,0,0,0.01000000000021828,-11885.78,-11885.79,0.0
9,3,122.86,2905.04,2782.18,0.0,0.0,0,0,1.27897692436818e-13,-122.86,-122.8600000000001,0.0
9,3,13533.03,2782.18,0.0,0.0,0.0,0,0,-10750.85,-13533.03,-2782.18,0.0
9,3,13347.74,0.0,0.0,0.0,0.0,0,0,-13347.74,-13347.74,0.0,0.0
9,3,6233.85,0.0,0.0,0.0,0.0,0,0,-6233.85,-6233.85,0.0,0.0
9,3,15801.55,0.0,0.0,0.0,0.0,0,0,-15801.55,-15801.55,0.0,0.0
9,3,42799.87,0.0,0.0,0.0,0.0,0,0,-42799.87,-42799.87,0.0,0.0
9,3,6289.74,0.0,0.0,0.0,0.0,0,0,-6289.74,-6289.74,0.0,0.0
9,3,799.49,0.0,0.0,0.0,0.0,0,0,-799.49,-799.49,0.0,0.0
9,3,7207.84,0.0,0.0,0.0,0.0,0,0,-7207.84,-7207.84,0.0,0.0
9,3,1530.14,0.0,0.0,0.0,0.0,0,0,-1530.14,-1530.14,0.0,0.0
9,3,100.76,0.0,0.0,0.0,0.0,0,0,-100.76,-100.76,0.0,0.0
9,3,10343.49,0.0,0.0,0.0,0.0,0,0,-10343.49,-10343.49,0.0,0.0
9,3,16044.62,0.0,0.0,0.0,0.0,0,0,-16044.62,-16044.62,0.0,0.0
9,3,3541.88,0.0,0.0,0.0,0.0,0,0,-3541.88,-3541.88,0.0,0.0
9,3,7551.43,0.0,0.0,0.0,0.0,0,0,-7551.43,-7551.43,0.0,0.0
9,3,6087.96,0.0,0.0,0.0,0.0,0,0,-6087.96,-6087.96,0.0,0.0
9,3,1246.41,0.0,0.0,0.0,0.0,0,0,-1246.41,-1246.41,0.0,0.0
9,3,4476.31,0.0,0.0,0.0,0.0,0,0,-4476.31,-4476.31,0.0,0.0
9,3,2440.12,0.0,0.0,0.0,0.0,0,0,-2440.12,-2440.12,0.0,0.0
9,3,9691.84,0.0,0.0,0.0,0.0,0,0,-9691.84,-9691.84,0.0,0.0
9,3,133.07,51403.0,51269.93,0.0,0.0,0,0,-2.842170943040401e-13,-133.07,-133.0699999999997,0.0
9,1,177625.09,2982.0,0.0,41274.0,103875.29,0,0,-174643.09,-115023.8,-2982.0,62601.28999999999
9,3,6476.4,0.0,0.0,0.0,0.0,0,0,-6476.4,-6476.4,0.0,0.0
9,0,237316.43,12424.0,249740.43,10746.7,0.0,0,0,-474632.86,-248063.13,237316.43,-10746.7
9,0,123500.03,9079.0,132579.03,136525.0,13024.97,0,0,-247000.06,-247000.06,123500.03,-123500.03
9,3,8120.93,132579.03,124458.1,0.0,0.0,0,0,-7.275957614183426e-12,-8120.93,-8120.929999999993,0.0
9,1,372029.77,742.0,0.0,253310.31,598035.38,0,0,-371287.77,-27304.70000000001,-742.0,344725.07
9,1,347848.82,2231.0,0.0,9116.1,248568.07,0,0,-345617.82,-108396.85,-2231.0,239451.97
9,1,257255.93,266.0,0.0,609875.46,867131.39,0,0,-256989.93,5.820766091346741e-11,-266.0,257255.9300000001
9,1,197735.69,324662.0,126926.31,0.0,105760.33,0,0,0.0,-91975.36,-197735.69,105760.33
9,1,268698.87,29057.0,0.0,1833.0,830952.02,0,0,-239641.87,560420.15,-29057.0,829119.02
9,4,2407016.73,22773.0,0.0,328446.31,2735463.04,0,0,-2384243.73,0.0,-22773.0,2407016.73
9,3,13316.4,30005.0,16688.6,0.0,0.0,0,0,1.818989403545856e-12,-13316.4,-13316.4,0.0
9,0,673467.91,11276.0,684743.91,1520564.77,904630.61,0,0,-1346935.82,-1289402.07,673467.91,-615934.16
9,1,264177.6,10651.0,0.0,0.0,231908.87,0,0,-253526.6,-32268.72999999998,-10651.0,231908.87
9,3,8478.37,0.0,0.0,0.0,0.0,0,0,-8478.37,-8478.37,0.0,0.0
9,0,110109.46,243628.0,353737.46,197794.16,1520133.27,0,0,-220218.92,1212229.65,110109.46,1322339.11
9,3,13979.31,353737.46,339758.15,0.0,0.0,0,0,-1.818989403545856e-12,-13979.31,-13979.31,0.0
9,3,28461.77,339758.15,311296.38,0.0,0.0,0,0,1.818989403545856e-11,-28461.77,-28461.77000000002,0.0
9,3,4502.23,311296.38,306794.15,0.0,0.0,0,0,-1.818989403545856e-11,-4502.23,-4502.229999999981,0.0
9,3,45187.78,306794.15,261606.37,0.0,0.0,0,0,2.91038304567337e-11,-45187.78,-45187.78000000003,0.0
9,3,6795.37,261606.37,254811.0,0.0,0.0,0,0,-4.547473508864641e-12,-6795.37,-6795.369999999995,0.0
9,3,30.77,254811.0,254780.23,0.0,0.0,0,0,-1.047695263878268e-11,-30.77,-30.76999999998952,0.0
9,3,4643.08,254780.23,250137.16,0.0,0.0,0,0,-0.009999999992942321,-4643.08,-4643.070000000007,0.0
9,3,10478.08,250137.16,239659.08,0.0,0.0,0,0,1.637090463191271e-11,-10478.08,-10478.08000000002,0.0
9,3,29124.98,239659.08,210534.11,0.0,0.0,0,0,-0.00999999999839929,-29124.98,-29124.97,0.0
9,3,9002.39,210534.11,201531.71,0.0,0.0,0,0,0.00999999999476131,-9002.39,-9002.399999999994,0.0
9,3,12885.09,201531.71,188646.63,0.0,0.0,0,0,-0.0100000000129512,-12885.09,-12885.07999999999,0.0
9,3,636.16,188646.63,188010.47,0.0,0.0,0,0,3.524291969370097e-12,-636.16,-636.1600000000035,0.0
9,3,6962.36,188010.47,181048.11,0.0,0.0,0,0,1.546140993013978e-11,-6962.36,-6962.360000000015,0.0
9,3,12245.68,39194.0,26948.32,0.0,0.0,0,0,0.0,-12245.68,-12245.68,0.0
9,3,6749.05,101295.0,94545.95,0.0,0.0,0,0,2.728484105318785e-12,-6749.05,-6749.050000000003,0.0
9,1,137969.64,903.0,0.0,1813239.87,2530669.07,0,0,-137066.64,579459.5599999997,-903.0,717429.1999999997
9,3,18887.4,51018.0,32130.6,0.0,0.0,0,0,0.0,-18887.4,-18887.4,0.0
9,3,6342.85,176534.0,170191.15,0.0,0.0,0,0,5.456968210637569e-12,-6342.85,-6342.850000000006,0.0
9,4,1131123.63,5118.0,0.0,0.0,1131123.63,0,0,-1126005.63,0.0,-5118.0,1131123.63
9,3,11187.7,0.0,0.0,0.0,0.0,0,0,-11187.7,-11187.7,0.0,0.0
9,3,1263.55,100661.0,99397.45,0.0,0.0,0,0,2.955857780762017e-12,-1263.55,-1263.550000000003,0.0
9,1,116771.21,99397.45,0.0,367707.21,861972.3,0,0,-17373.76000000001,377493.88,-99397.45,494265.09
9,1,225751.74,0.0,0.0,2246162.58,3634530.27,0,0,-225751.74,1162615.95,0.0,1388367.69
9,1,245062.21,0.0,0.0,1326875.73,1771939.5,0,0,-245062.21,200001.56,0.0,445063.77
9,1,82823.36,0.0,0.0,100794.0,183617.36,0,0,-82823.36,-1.455191522836685e-11,0.0,82823.35999999999
9,1,205293.19,0.0,0.0,947676.06,902664.2,0,0,-205293.19,-250305.0500000001,0.0,-45011.8600000001
9,1,97665.95,0.0,0.0,453140.73,550806.69,0,0,-97665.95,0.00999999996565748,0.0,97665.95999999996
9,1,194520.79,0.0,0.0,1286440.39,1016413.53,0,0,-194520.79,-464547.6499999999,0.0,-270026.8599999999
9,1,100148.67,0.0,0.0,14646239.59,14746388.27,0,0,-100148.67,0.009999999703723006,0.0,100148.6799999997
9,1,87546.42,0.0,0.0,779999.22,867545.64,0,0,-87546.42,4.365574568510056e-11,0.0,87546.42000000004
9,1,90123.44,0.0,0.0,925176.08,1948647.28,0,0,-90123.44,933347.76,0.0,1023471.2
9,1,93028.68,0.0,0.0,431188.32,524217.0,0,0,-93028.68,0.0,0.0,93028.68
9,1,228132.46,0.0,0.0,401857.22,0.0,0,0,-228132.46,-629989.6799999999,0.0,-401857.22
9,1,127012.69,0.0,0.0,1136458.41,971422.72,0,0,-127012.69,-292048.3799999999,0.0,-165035.6899999999
9,1,92171.55,0.0,0.0,2308243.16,3061250.81,0,0,-92171.55,660836.0999999999,0.0,753007.6499999999
9,1,21681.36,0.0,0.0,68956.0,90637.36,0,0,-21681.36,0.0,0.0,21681.36
9,1,84890.21,0.0,0.0,403586.15,727013.72,0,0,-84890.21,238537.3599999999,0.0,323427.5699999999
9,1,208910.53,0.0,0.0,612269.95,1032186.76,0,0,-208910.53,211006.2800000001,0.0,419916.8100000001
9,1,104755.06,0.0,0.0,426082.16,530837.22,0,0,-104755.06,0.0,0.0,104755.06
9,1,310614.75,0.0,0.0,4225235.54,4535850.29,0,0,-310614.75,0.0,0.0,310614.75
